id,title,artist,year,views,features,is_country,is_pop,is_rap,is_rb,is_rock,stanza_number,is_chorus,lemmatized_stanzas
125116,What are we?,"Akeem Jahat, Marian Carmel, Soul Dot",2021,30,{'Akeem Jahat / Marian Carmel / Soul Dot'},False,False,False,True,False,1,True,"['cause', 'when', 'you', 'call', 'I', 'up', 'I', 'drop', 'everything', 'you', 'can', 'think', 'of', 'all', 'the', 'thing', 'I', 'know', 'this', 'be', 'the', 'one', 'thing', 'I', 'can', 'not', 'let', 'go']"
107106,World View,Battler,2015,43,{''},False,False,True,False,False,9,False,"['I', 'see', 'a', 'lot', 'of', 'girl', 'put', 'nyl', 'on', 'try', 'to', 'the', 'feed', 'the', 'different', 'size', 'of', 'python', 'a', 'lot', 'want', 'to', 'be', 'the', 'next', 'big', 'thing', 'show', 'themselves', 'off', 'to', 'show', 'curve', 'and', 'swing', 'there', 'be', 'still', 'beauty', 'out', 'there', 'somewhere', 'but', 'I', 'still', 'can', 'not', 'find', 'my', 'bae', 'fuck', 'this', 'despair', 'they', 'always', 'go', 'for', 'the', 'damn', 'innocent', 'seize', 'they', 'to', 'the', 'dark', 'side', 'within', 'an', 'instant']"
80720,So Smooth,Tokes_ec,2021,17,{''},False,False,True,False,False,12,False,"['only', 'time', 'can', 'measure', 'only', 'time', 'can', 'measure', 'so', 'get', 'the', 'fuck', 'out', 'my', 'crib', 'if', 'u', 'be', 'not', 'tryin', 'for', 'treasure', 'my', 'fit', 'fly', 'no', 'feather', 'my', 'shit', 'tie', 'to', 'weather', 'cause', 'it', 'be', 'cold', 'as', 'hell', 'n', 'hot', 'tie', 'together']"
156951,Cherry Cream On,Unrest,1992,314,{''},False,False,False,False,True,2,False,"['cherry', 'cherry', 'cherry', 'cherry', 'cherry', 'cherry', 'cherry', 'suck', 'on', 'I', 'just', 'want', 'to', 'see', 'your', 'inside', 'I', 'just', 'want', 'to', 'see', 'your']"
70686,I Think You Should Know,3LW,2000,343,{''},False,True,False,False,False,8,False,"['what', 'may', 'look', 'good', 'to', 'you', 'may', 'not', 'be', 'good', 'for', 'you', 'do', 'not', 'let', 'my', 'smile', 'deceive', 'you', 'my', 'body', 'talk', 'mislead', 'you', 'what', 'may', 'look', 'good', 'to', 'you', 'may', 'not', 'be', 'good', 'for', 'you', 'do', 'not', 'let', 'my', 'smile', 'deceive', 'you', 'my', 'body', 'talk', 'mislead', 'you']"
82805,​​iF iT Aint Me,7AE,2021,2711,{'G-Eazy'},False,False,True,False,False,2,False,"['uh', 'if', 'it', 'be', 'not', 'I', 'then', 'who', 'then', 'this', 'year', 'I', 'have', 'lose', 'focus', 'just', 'come', 'in', 'to', 'view', 'I', 'be', 'back', 'beggin', 'cupid', 'to', 'aim', 'it', 'at', 'you', 'this', 'time', 'it', 'feel', 'different', 'though', 'be', 'take', 'shot', 'for', 'the', 'first', 'time', 'in', 'my', 'life', 'the', 'same', 'with', 'the', 'flu', 'go', 'off', 'on', 'I', 'for', 'shit', 'I', 'be', 'not', 'do', 'believin', 'those', 'rumor', 'I', 'know', 'you', 'do', 'not', 'want', 'to', 'get', 'embarrassed', 'or', 'ever', 'get', 'label', 'a', 'fool', 'but', 'if', 'we', 'both', 'honest', 'we', 'have', 'a', 'private', 'agreement', 'a', 'promise', 'only', 'between', 'we', 'vacation', 'on', 'island', 'avoidin', 'piranhas', 'avoidin', 'the', 'shade', 'room', 'and', 'all', 'of', 'the', 'drama', 'no', 'picture', 'get', 'post', 'no', 'heart', 'will', 'get', 'break', 'these', 'secret', 'get', 'keep', 'and', 'they', 'never', 'get', 'speak', 'keep', 'it', 'inside', 'never', 'out', 'in', 'the', 'open', 'no', 'cause', 'no', 'commotion', 'keep', 'it', 'on', 'the', 'low']"
155131,Dual Nothingness,Wallachia,2012,36,{''},False,False,False,False,True,5,False,"['absolve', 'I', 'from', 'the', 'emptiness', 'all', 'consume', 'nothingness', 'the', 'mirror', 'of', 'my', 'soul', 'tear', 'between', 'this', 'duality', 'haunt', 'by', 'the', 'memory', 'I', 'have', 'to', 'bring', 'myself', 'down']"
96025,New,Slitty Wrists,2018,92,{''},False,False,True,False,False,2,False,"['new', 'kid', 'spit', 'seven', 'scripture', 'new', 'testament', 'step', 'on', 'it', 'you', 'know', 'I', '’m', 'hella', 'light', 'no', 'I', 'be', 'not', 'watch', 'my', 'manner', 'or', 'etiquette', 'I', 'be', 'not', 'forget', 'shit', 'smooth', 'with', 'the', 'shit', 'yeah', 'the', 'movement', 'swift', 'it', 'get', 'dirty', 'like', 'a', 'doo', 'doo', 'piss', 'who', 'you', 'know', 'nigga', 'get', 'the', 'move', 'like', 'this']"
83159,Ribcage,SPINEKISSER,2020,4,{''},False,False,True,False,False,3,False,"['five', 'snake', 'to', 'the', 'bone', 'take', 'one', 'and', 'take', 'a', 'dice', 'slice', 'eye', 'to', 'the', 'prize', 'we', 'only', 'stay', 'in', 'lie', 'okay', 'I', 'say', 'when', 'I', 'get', 'the', 'bluff', 'who', 'do', 'you', 'call', 'when', 'you', 'can', 'not', 'open', 'up', 'the', 'weather', 'be', 'freeze', 'it', 'be', 'hate', 'my', 'gut', 'I', 'be', 'take', 'a', 'break', 'cause', 'my', 'finger', 'be', 'numb']"
39528,Tune Of His Glory Remix,Radiate Worship,2016,71,{''},False,True,False,False,False,3,True,"['I', 'can', 'not', 'live', 'without', 'you', 'I', 'will', 'not', 'live', 'without', 'you']"
141497,Dogs in the Night,Paul Sabu,1996,8,{''},False,False,False,False,True,7,False,"['and', 'I', 'think', 'it', 'be', 'my', 'turn', 'to', 'let', 'off', 'some', 'steam', 'I', 'be', 'overload', 'and', 'I', 'be', 'splittin', 'my', 'seam', 'I', 'do', 'not', 'wanna', 'see', 'you', 'trampin', 'on', 'I', 'oh', 'no']"
143997,Lord Only Knows,Beck,1996,6603,{''},False,False,False,False,True,2,False,"['invite', 'I', 'to', 'the', 'seven', 'sea', 'like', 'some', 'seasick', 'man', 'you', 'will', 'do', 'whatever', 'you', 'please', 'and', 'I', 'will', 'do', 'whatever', 'I', 'can', 'titanic', 'fare', 'thee', 'well', 'my', 'eye', 'be', 'turn', 'pink', 'do', 'not', 'call', 'we', 'when', 'the', 'new', 'age', 'get', 'old', 'enough', 'to', 'drink']"
25303,Get Happy,Marian McPartland,2015,15,{''},False,True,False,False,False,2,False,"['we', 'be', 'head', 'cross', 'the', 'river', 'go', 'to', 'wash', 'our', 'sin', 'in', 'the', 'tide', 'it', 'be', 'all', 'so', 'peaceful', 'on', 'the', 'other', 'side']"
56050,Antidote,Alen Glitz,2018,10,{''},False,True,False,False,False,5,False,"['you', '’ve', 'leave', 'your', 'mark', 'you', '’ve', 'leave', 'your', 'scar', 'you', '’ve', 'let', 'I', 'down', 'now', 'bow', 'your', 'head', 'down']"
114156,Yo Btch,Scotty LVX,2018,107,{''},False,False,True,False,False,5,False,"['yeah', 'and', 'you', 'know', 'I', '’m', 'move', 'fast', 'get', 'money', 'be', 'the', 'task', 'it', '’', 'the', 'only', 'love', 'that', 'last', 'yeah', 'yeah', 'yeah', 'yeahbeing', 'break', 'be', 'in', 'the', 'past', 'past', 'have', 'to', 'get', 'up', 'out', 'that', 'cast', 'yeah', 'now', 'she', 'wanna', 'have', 'a', 'blast', 'woo', 'woo!she', 'into', 'I', 'she', 'tend', 'to', 'I', 'I', 'promise', 'I', 'ai', 'n’t', 'the', 'enemy', 'nopemust', 'be', 'the', 'hennessy', 'and', 'tennessee', 'my', 'dawgs', 'be', 'not', 'friend', 'to', 'I', 'they', 'kin', 'to', 'I', 'y’', 'all', 'be', 'too', 'finicky', 'to', 'lend', 'to', 'I', 'now', 'shit', 'do', 'pop', 'y’', 'all', 'like', 'remember', 'I', 'what?well', 'I', 'know', 'the', 'remedy', 'yeah', 'I', 'show', 'no', 'empathy', 'boy', 'please', 'boy', 'please', 'at', 'ease', 'believe', 'yo', 'girl', 'go', 'uh', 'huh', 'in', 'the', 'wind', 'shit', 'be', 'a', 'breeze', 'yeah', 'yeahall', 'fact', 'all', 'fact', 'I', 'do', 'n’t', 'cap', 'uh', 'nahmy', 'shit', 'pure', 'yeah', 'your', 'shit', 'drip', 'yeah', 'like', 'the', 'tap', 'yeah', 'yeah']"
28060,Whats Up Duloc?,Christopher Sieber,2009,16374,{''},False,True,False,False,False,20,False,"['thing', 'be', 'look', 'uo']"
62049,Subgod,Obliveon,1995,44,{''},False,True,False,False,False,4,False,"['I', 'live', 'in', 'your', 'dream', 'and', 'nightmare', 'I', 'never', 'rest', 'inbreed', 'in', 'your', 'brain', 'with', 'fallacy', 'I', 'infest', 'I', 'have', 'to', 'bring', 'back', 'the', 'fear', 'I', 'recall', 'I', 'be', 'a', 'source', 'of', 'torment', 'I', 'beget', 'the', 'pretense', 'that', 'make', 'you', 'crawl', 'on', 'the', 'ground', 'of', 'doom']"
115533,Addicted,Bengilink,2019,35,{''},False,False,True,False,False,3,True,"['sayin', 'that', 'she', 'hate', 'I', 'but', 'she', 'come', 'right', 'back']"
66147,Wide Awake,Tiffany Alvord,2012,67,{''},False,True,False,False,False,3,False,"['I', 'wish', 'I', 'know', 'then', 'what', 'I', 'know', 'now', 'would', 'not', 'dive', 'in', 'would', 'not', 'bow', 'down', 'gravity', 'hurt', 'you', 'make', 'it', 'so', 'sweet', 'till', 'I', 'wake', 'up', 'on', 'on', 'the', 'concrete', 'fall', 'from', 'cloud', 'nine', 'crash', 'from', 'the', 'high', 'I', 'be', 'let', 'go', 'tonight', 'I', 'be', 'fall', 'from', 'cloud', 'nine']"
138266,Take a Breath,Underoath,2022,1623,{''},False,False,False,False,True,6,False,"['pull', 'I', 'in', 'cover', 'I', 'bury', 'I', 'walk', 'away', 'I', 'will', 'not', 'notice', 'it', 'be', 'so', 'hopeless', 'follow', 'I', 'silently', 'off', 'a', 'ledge', 'so', 'we', 'can', 'sleep', 'so', 'we', 'can', 'sleep', 'take', 'a', 'breath', 'if', 'you', 'need', 'it', 'take', 'a', 'breath', 'if', 'you', 'need', 'it', 'come', 'on', 'breathe', 'take', 'a', 'breath']"
84339,Keep It Rollin,A Tribe Called Quest,1993,46939,{'Large Professor'},False,False,True,False,False,0,False,"['a', 'yo', 'swing', 'swing', 'swing', 'to', 'chop', 'chop', 'chop', 'yo', 'that', 'be', 'the', 'sound', 'when', 'mc', ""'s"", 'get', 'mopped', 'do', 'not', 'come', 'around', 'town', 'without', 'the', 'hip', 'in', 'your', 'hop', ""'cause"", 'when', 'the', 'shit', 'hit', 'the', 'fan', 'that', ""ass'll"", 'get', 'drop', 'mc', ""'s"", 'wanna', 'attack', 'I', 'but', 'they', 'punk', 'can', 'not', 'cope', 'I', 'will', 'have', 'you', 'leave', 'without', 'a', 'job', 'like', 'isaac', 'from', 'the', 'love', 'boat', 'so', 'money', 'watch', 'your', 'mouth', 'or', 'I', 'be', 'a', 'have', 'to', 'bust', 'ya', 'battle', 'mc', ""'s"", 'from', 'jfk', 'to', 'russia', 'back', 'down', 'to', 'london', 'sweden', 'and', 'brazil', 'do', 'a', 'u.s', 'tour', 'for', 'three', 'month', 'and', 'then', 'I', 'chill', 'style', 'be', 'fat', 'like', 'jackie', 'gleason', 'the', 'rest', 'be', 'art', 'carney', 'people', 'love', 'the', 'dawg', 'like', 'the', 'kid', 'love', 'barney', 'I', 'love', 'you', 'you', 'love', 'I', 'the', 'shorty', 'phife', 'dawg', 'be', 'your', 'favorite', 'mc', 'so', 'move', 'back', 'yaself', 'dread', 'you', 'know', 'the', 'element', 'the', 'tribe', 'be', 'good', 'for', 'your', 'health', 'like', 'a', 'can', 'of', 'nutrament', 'mc', ""'s"", 'do', 'not', 'have', 'no', 'win', 'mc', ""'s"", 'do', 'not', 'have', 'no', 'bitchesi', 'flip', 'shit', 'crazy', 'than', 'a', 'busload', 'full', 'of', 'jerry', ""'s"", 'kid', 'your', 'crew', 'do', 'not', 'want', 'it', 'and', 'your', 'crew', 'do', 'not', 'want', 'it', 'but', 'if', 'you', 'feel', 'you', 'can', 'swing', 'it', 'then', 'money', 'please', 'bring', 'it', 'large', 'professor', 'in', 'the', 'house', 'you', 'know', 'how', 'we', 'do', 'I', 'skate', 'on', 'your', 'crew', 'like', 'mario', 'lemieux', 'peace', 'to', 'ike', 'love', 'and', 'the', 'rest', 'of', 'the', 'crew', 'I', 'will', 'meet', 'you', 'guy', 'in', 'front', 'the', 'cleaner', 'bring', 'the', 'blunt', 'and', 'the', 'brew', 'so']"
137007,Thirst Is Taking Over,Skillet,2001,1029,{''},False,False,False,False,True,6,True,"['you', 'alone', 'be', 'what', 'my', 'soul', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over', 'hardly', 'breathe', 'I', 'be', 'in', 'urgent', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over', 'you', 'alone', 'be', 'what', 'my', 'soul', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over', 'hardly', 'breathe', 'I', 'be', 'in', 'urgent', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over', 'you', 'alone', 'be', 'what', 'my', 'soul', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over', 'hardly', 'breathe', 'I', 'be', 'in', 'urgent', 'need', 'you', 'know', 'the', 'thirst', 'be', 'take', 'over']"
69479,Blue Flower Blue,PETER LAKE,2021,134,{''},False,True,False,False,False,9,False,"['red', 'petal', 'red', 'petal', 'do', 'not', 'ever', 'change']"
120949,Purple Fog,Slvughter,2020,12,{''},False,False,True,False,False,5,False,"['from', 'planet', 'mar', 'like', 'trago', 'tarf', 'and', 'kurt', 'dagmar', 'fuckin', 'martian', 'like', 'dwayne', 'michael', 'carter', 'oh', 'my', 'he', 'be', 'here']"
129577,Need Space,Nielz,2021,6,{''},False,False,False,True,False,6,False,"['I', 'know', 'I', 'know', 'I', 'knowwe', 'be', 'so', 'low']"
159426,Not Giving Up,Youth In Revolt,2016,1188,{''},False,False,False,False,True,12,False,"['I', '’ve', 'be', 'well', 'but', 'I', '’m', 'stay', 'up', 'late', 'feel', 'like', 'we', '’ll', 'never', 'make', 'it', 'but', 'I', '’m', 'still', 'not', 'give', 'up', 'on', 'you', 'not', 'give', 'up', 'I', '’m', 'not', 'give', 'up']"
149129,SICK  TIRED,Ryan Oakes,2021,236,{''},False,False,False,False,True,1,False,"['in', 'my', 'head', 'I', 'would', 'settle', 'down', 'and', 'not', 'fuck', 'around', 'but', 'I', 'think', 'that', 'I', 'meet', 'my', 'fucking', 'match', 'and', 'it', 'be', 'hard', 'to', 'catch', 'I', 'now']"
70163,Is Yesterday Tomorrow Today?,Stereophonics,1999,1190,{''},False,True,False,False,False,4,False,"['write', 'down', 'all', 'the', 'thing', 'that', 'you', 'would', 'like', 'to', 'be', 'write', 'down', 'all', 'the', 'thing', 'that', 'you', 'do', 'not', 'believe', 'write', 'down', 'all', 'the', 'place', 'you', 'would', 'like', 'to', 'see', 'write', 'down', 'anything', 'that', 'you', 'want', 'be', 'yesterday', 'tomorrow', 'today', 'be', 'nothing', 'go', 'to', 'change', 'the', 'way']"
105308,Hold Me,Calinado,2021,12,{''},False,False,True,False,False,6,False,"['through', 'the', 'storm', 'it', 'be', 'alright', 'feel', 'like', 'mist', 'x4']"
81591,Lazy River,BLvCKiiiCE,2014,22,{''},False,False,True,False,False,1,False,"['2', 'I', 'be', 'be', 'so', 'lazy', 'to', 'pop', 'off', 'on', 'you', 'people', 'that', 'hate', 'I', 'cause', 'you', 'do', 'not', 'faze', 'I', 'you', 'mad', 'cause', 'I', 'be', 'turn', 'up', 'every', 'night', 'with', 'the', 'lady', 'and', 'it', 'be', 'crazy', 'how', 'far', 'that', 'I', 'have', 'come', 'just', 'start', 'this', 'shit', 'I', 'have', 'already', 'blow', 'up', 'uh', 'you', 'say', 'my', 'music', 'dumb', 'ask', 'my', 'brother', 'he', 'will', 'tell', 'you', 'I', 'be', 'number', 'one', 'fameless', 'record', 'the', 'label', 'and', 'do', 'not', 'you', 'forgot', 'it', 'do', 'not', 'bite', 'off', 'my', 'swag', 'or', 'the', 'way', 'that', 'I', 'spit', 'it', 'so', 'gather', 'around', 'man', 'woman', 'and', 'child', 'and', 'watch', 'this', 'young', 'boy', 'officially', 'kill', 'it', 'you', 'think', 'you', 'well', 'than', 'I', 'the', 'reason', 'I', 'rap', 'be', 'so', 'stress', 'be', 'relieve', 'I', 'be', 'give', 'it', 'to', 'you', 'most', 'definantly', 'imma', 'go', 'til', 'these', 'people', 'remember', 'I', 'it', 'be', 'j', 'stylez', 'the', 'one', 'and', 'the', 'only', 'middle', 'finger', 'point', 'up', 'to', 'you', 'hater', 'who', 'do', 'not', 'know', 'I', 'but', 'quick', 'to', 'judge', 'I', 'because', 'I', 'be', 'a', 'younge', 'always', 'cussin', 'but', 'fuck', 'it', 'I', 'be', 'sorry', 'haha']"
132436,God I Fucked up Again,Bloodshel,2018,7,{''},False,False,False,False,True,4,False,"['and', 'I', 'fall', 'a', 'million', 'time', 'could', 'not', 'get', 'what', 'I', 'must', 'fine', 'lay', 'here', 'let', 'I', 'know', 'that', 'god', 'I', 'fuck', 'up', 'again']"
102607,Takeoff,KiddNeutron,2020,2,{''},False,False,True,False,False,1,True,"['hold', 'on', 'shawty', 'wait', 'a', 'second', 'remember', 'you', 'ai', 'not', 'want', 'I', 'now', 'I', '’m', 'up', 'I', '’m', 'really', 'flex', 'do', 'n’t', 'trynna', 'hit', 'my', 'line', 'baby', 'you', 'can', 'get', 'to', 'step', 'I', '’m', 'really', 'take', 'off', 'thank', 'to', 'god', 'for', 'all', 'these', 'blessing', 'man', 'my', 'family', 'tell', 'I', 'I', 'have', 'a', 'bright', 'future', 'since', 'eleven']"
63822,Tied To A Stone,Math And Physics Club,2013,61,{''},False,True,False,False,False,4,False,"['and', 'I', 'miss', 'you', 'more', 'than', 'you', 'know', 'say', 'let', 'start', 'over', 'no', 'one', 'will', 'ever', 'know', 'but', 'baby', 'I', 'will', 'know', 'by', 'the', 'river', 'with', 'your', 'hand', 'in', 'mine', 'we', 'be', 'singe', 'lion', 'sleep', 'tonight', 'I', 'be', 'on', 'my', 'way', 'I', 'be', 'on', 'my', 'way']"
91778,DIY Dream Part 1,Amina Lakin,2016,155,{''},False,False,True,False,False,6,False,"['uh', 'it', 'be', 'all', 'fuck', 'sweaty', 'all', 'fuck', 'heavy', 'he', 'be', 'breathe', 'real', 'heavy', 'mothafuckin', 'messy', 'mothafucking', 'messy', 'mothafucking', 'sexy', 'and', 'he', 'wear', 'a', 'condom']"
49589,Shes a Lady Junior Vasquez Remix,Tom Jones,1995,65,{''},False,True,False,False,False,1,False,"['well', 'she', 'be', 'all', 'you', 'would', 'ever', 'want', 'she', 'be', 'the', 'kind', 'I', 'would', 'like', 'to', 'flaunt', 'and', 'take', 'to', 'dinner', 'well', 'she', 'always', 'know', 'her', 'place', 'she', 'be', 'get', 'style', 'she', 'be', 'get', 'grace', 'she', 'be', 'a', 'winner']"
113406,Scroll Down,Logan182,2021,20,{''},False,False,True,False,False,0,False,"['all', 'the', 'smooth', 'arm', 'all', 'the', 'smooth', 'arms!all', 'the', 'smooth', 'arm', 'all', 'the', 'smooth', 'arms!all', 'the', 'smooth', 'arm', 'all', 'the', 'smooth', 'arms!all', 'the', 'smooth', 'arm', 'now', 'put', 'your', 'eyebrow', 'up']"
115123,Suppression,Penny47,2017,105,{'Moabi'},False,False,True,False,False,4,True,"['I', 'just', 'be', 'stay', 'lowkey']"
113703,Difference,Quavier,2021,14,{''},False,False,True,False,False,5,False,"['they', 'throw', 'dirt', 'on', 'my', 'name', 'yеahtoo', 'many', 'problem', 'I', 'be', 'go', 'insane', 'go', 'insane']"
68259,Hopelessly Devoted To You,Girls Aloud,2015,125,{''},False,True,False,False,False,3,False,"['my', 'head', 'be', 'say', 'fool', 'forget', 'he', 'my', 'heart', 'be', 'say', 'do', 'not', 'let', 'go', 'hold', 'on', 'to', 'the', 'end', 'that', 'be', 'what', 'I', 'intend', 'to', 'do', 'what', 'I', 'intend', 'to', ""doi'm"", 'hopelessly', 'devoted', 'to', 'you', 'but', 'now', 'there', 'be', 'no', 'where', 'to', 'hide', 'since', 'you', 'push', 'my', 'heart', 'aside', 'I', 'be', 'outta', 'my', 'head', 'I', 'be', 'hopelessly', 'devoted', 'to', 'you', 'I', 'be', 'hopelessly', 'devoted', 'to', 'you', 'you', 'oh', ""yeahi'm"", 'hopelessly', 'devoted', 'to', 'you', 'you']"
86212,Food for Your Thought,Word Play,2015,105,{''},False,False,True,False,False,0,False,"['I', 'try', 'to', 'tell', 'them', 'but', 'they', 'do', 'not', 'know', 'I', 'try', 'to', 'tell', 'them', 'but', 'they', 'do', 'not', 'know', 'I', 'try', 'to', 'tell', 'them', 'but', 'they', 'do', 'not', 'know', 'oh', 'oh', 'x2']"
27686,Song of the Big Shot Reprise,'Happy End' Cast,2007,7,"{'Sab Shimono', ""\\\\'Happy End\\\\' Cast"", 'Peter Macon'}",False,True,False,False,False,3,False,"['if', 'you', 'want', 'to', 'be', 'a', 'big', 'shot', 'start', 'by', 'learn', 'to', 'be', 'tough']"
107535,Piss Now Cum Later,Nigpro,2020,412,{''},False,False,True,False,False,2,False,"['I', 'be', 'in', 'that', 'nigga', 'ass', 'relax', 'but', 'I', 'be', 'not', 'gay', 'I', 'just', 'suck', 'on', 'the', 'cock', 'like', 'a', 'blunt', 'however', 'we', 'do', 'not', 'listen', 'to', 'fag', 'we', 'in', 'that', 'boy', ""'s"", 'ass', 'I', 'buy', 'she', 'a', 'dick', 'she', 'tellin', 'me', 'gay', 'be', 'the', 'good', 'point', 'a', 'that', 'nigga', 'who', 'act', 'like', 'a', 'nigga', 'bet', 'you', 'only', 'want', 'I', 'for', 'sex', 'I', 'be', 'like', 'hitler', 'I', 'be', 'not', 'just', 'a', 'domestic', 'terrorist', 'you', 'play', 'with', 'I', 'you', 'will', 'get', 'suck', 'ooohaaoohhoohhram', 'drac', 'in', 'my', 'ass', 'then', 'put', 'drake', 'on', 'my', 'dake', 'even', 'though', 'I', 'get', 'a', 'case', 'I', 'be', 'a', 'do', 'some', 'rape']"
40636,Cant Stop Missing You,Duava,2018,32,{''},False,True,False,False,False,0,False,"['see', 'your', 'face', 'through', 'the', 'green', 'but', 'I', 'can', 'tell', 'you', 'be', 'not', 'with', 'I', 'girl', 'you', 'be', 'countless', 'mile', 'away', 'and', 'it', 'be', 'more', 'than', 'I', 'could', 'take']"
51185,Too Close to the Sun,Morgan Powers,2017,35,{''},False,True,False,False,False,2,False,"['I', 'fly', 'too', 'close', 'to', 'the', 'sun', 'and', 'I', 'burn', 'burn', 'burn', 'bear', 'with', 'a', 'heart', 'and', 'a', 'brain', 'but', 'I', 'will', 'never', 'learn', 'gluttonous', 'with', 'a', 'notion', 'of', 'option', 'one', 'be', 'not', 'enough', 'and', 'I', 'feel', 'like', 'I', 'be', 'drown', 'now', 'drown', 'now', 'drown', 'I', 'out', 'I', 'will', 'not', 'try', 'again', 'try', 'again', 'will', 'not', 'call', 'you', 'my', 'friend']"
79086,Demons,YSC JuJu,2021,5,{''},False,False,True,False,False,38,False,"['they', 'say', 'I', 'be', 'win', 'but', 'it', 'feel', 'like', 'I', 'be', 'lose']"
89382,I Am Battler,Battler,2014,271,{''},False,False,True,False,False,16,False,"['no', 'more', 'play', 'the', 'game', 'you', '’re', 'the', 'only', 'one', 'that', '’s', 'get', 'yourself', 'to', 'blame', 'when', 'be', 'you', 'go', 'to', 'proclaim', 'when', 'be', 'you', 'go', 'to', 'put', 'yourself', 'into', 'the', 'frame', 'mr', 'game']"
113654,Hope Turns to Doubt,Deca,2004,168,{''},False,False,True,False,False,2,False,"['let', 'it', 'all', 'out', 'brush', 'the', 'weight', 'of', 'the', 'world', 'off', 'my', 'shoulder', 'all', 'doubt', 'throw', 'to', 'the', 'curb', 'there', 'be', 'no', 'time', 'for', 'that', 'now', 'disregard', 'escape', 'the', 'paradise', 'forget', 'life', 'brochure', 'no', 'search', 'photo', 'album', 'try', 'to', 'find', 'the', 'past']"
42762,FourFiveSeconds - Guitar Acoustic Version,Afternoon Acoustic,2015,14,{''},False,True,False,False,False,1,False,"['now', 'I', 'be', 'fourfivesecond', 'from', 'wildin', 'and', 'we', 'get', 'three', 'more', 'day', 'til', 'friday', 'I', 'be', 'just', 'tryna', 'make', 'it', 'back', 'home', 'by', 'monday', 'mornin', 'I', 'swear', 'I', 'wish', 'somebody', 'would', 'tell', 'I', 'ooh', 'that', 'be', 'all', 'I', 'want']"
29873,Dylirium,Hayien,2020,64,{''},False,True,False,False,False,2,False,"['just', 'know', 'that', 'if', 'your', 'desperate', 'to', 'aim', 'for', 'luck', 'it', 'be', 'not', ""'cause"", 'you', 'have', 'be', 'focus', 'hard', 'enough']"
